Type_of_utility,given_flat_id,date,starting_reading,closing_reading
Diesel,Aurum1210,31-12-2025,534.72,534.72
Diesel,Aurum1301,31-12-2025,33.82,33.82
Diesel,Aurum1302,31-12-2025,424.68,424.68
Diesel,Aurum1303,31-12-2025,278.52,278.52
Diesel,Aurum1304,31-12-2025,126.41,126.41
Diesel,Aurum1305,31-12-2025,370.28,370.28
Diesel,Aurum1306,31-12-2025,404.22,404.22
Diesel,Aurum1307,31-12-2025,362.72,362.72
Diesel,Aurum1308,31-12-2025,398.79,398.79
Diesel,Aurum1309,31-12-2025,95.31,95.31
Diesel,Aurum1310,31-12-2025,518.12,518.12
Diesel,Aurum1401,31-12-2025,427.61,427.61
Diesel,Aurum1402,31-12-2025,365.92,365.92
Diesel,Aurum1403,31-12-2025,226.13,226.13
Diesel,Aurum1404,31-12-2025,245.88,245.88
Diesel,Aurum1405,31-12-2025,162.91,162.91
Diesel,Aurum1406,31-12-2025,314.87,314.87
Diesel,Aurum1407,31-12-2025,335.95,335.95
Diesel,Aurum1408,31-12-2025,514.26,514.26
Diesel,Aurum1409,31-12-2025,323.7,323.7
Diesel,Aurum1410,31-12-2025,596.78,596.78
Diesel,Aurum1501,31-12-2025,391.9,391.9
Diesel,Aurum1502,31-12-2025,405.8,405.8
Diesel,Aurum1503,31-12-2025,424.39,424.39
Diesel,Aurum1504,31-12-2025,244.31,244.31
Diesel,Aurum1505,31-12-2025,41.75,41.75
Diesel,Aurum1506,31-12-2025,489.42,489.42
Diesel,Aurum1507,31-12-2025,0.0,0.0
Diesel,Aurum1508,31-12-2025,382.49,382.49
Diesel,Aurum1509,31-12-2025,521.91,521.91
Diesel,Aurum1510,31-12-2025,485.78,485.78
Diesel,Aurum1601,31-12-2025,359.52,359.52
Diesel,Aurum1602,31-12-2025,111.31,111.31
Diesel,Aurum1603,31-12-2025,276.4,276.4
Diesel,Aurum1604,31-12-2025,323.77,323.77
Diesel,Aurum1605,31-12-2025,202.96,202.96
Diesel,Aurum1606,31-12-2025,39.1,39.1
Diesel,Aurum1607,31-12-2025,48.01,48.01
Diesel,Aurum1608,31-12-2025,629.85,629.85
Diesel,Aurum1609,31-12-2025,91.53,91.53
Diesel,Aurum1610,31-12-2025,456.77,456.77
Diesel,Aurum1701,31-12-2025,0.0,0.0
Diesel,Aurum1702,31-12-2025,181.97,181.97
Diesel,Aurum1703,31-12-2025,494.67,494.67
Diesel,Aurum1704,31-12-2025,386.47,386.47
Diesel,Aurum1705,31-12-2025,339.49,339.49
Diesel,Aurum1706,31-12-2025,15.28,15.28
Diesel,Aurum1707,31-12-2025,493.05,493.05
Diesel,Aurum1708,31-12-2025,543.91,543.91
Diesel,Aurum1709,31-12-2025,345.2,345.2
Diesel,Aurum1710,31-12-2025,241.54,241.54
Diesel,Aurum1801,31-12-2025,394.8,394.8
Diesel,Aurum1802,31-12-2025,633.05,633.05
Diesel,Aurum1803,31-12-2025,270.27,270.27
Diesel,Aurum1804,31-12-2025,358.81,358.81
Diesel,Aurum1805,31-12-2025,239.76,239.76
Diesel,Aurum1806,31-12-2025,515.79,515.79
Diesel,Aurum1807,31-12-2025,474.93,474.93
Diesel,Aurum1808,31-12-2025,195.02,195.02
Diesel,Aurum1809,31-12-2025,385.97,385.97
Diesel,Aurum1810,31-12-2025,1299.72,1299.72
Diesel,Aurum1901,31-12-2025,470.57,470.57
Diesel,Aurum1902,31-12-2025,250.82,250.82
Diesel,Aurum1903,31-12-2025,212.99,212.99
Diesel,Aurum1904,31-12-2025,464.78,464.78
Diesel,Aurum1905,31-12-2025,327.42,327.42
Diesel,Aurum1906,31-12-2025,69.55,69.55
Diesel,Aurum1907,31-12-2025,532.93,532.93
Diesel,Aurum1908,31-12-2025,409.32,409.32
Diesel,Aurum1909,31-12-2025,239.13,239.13
Diesel,Aurum1910,31-12-2025,697.36,697.36
Diesel,AurumG001,01-01-2026,274.81,274.82
Diesel,AurumG002,01-01-2026,104.28,104.63
Diesel,AurumG003,01-01-2026,195.97,196.01
Diesel,AurumG004,01-01-2026,276.01,276.13
Diesel,AurumG005,01-01-2026,490.14,490.25
Diesel,AurumG006,01-01-2026,36.76,36.9
Diesel,AurumG007,01-01-2026,358.59,358.6
Diesel,AurumG008,01-01-2026,0.0,0.0
Diesel,AurumG009,01-01-2026,328.09,328.09
Diesel,AurumG010,01-01-2026,134.03,134.04
Diesel,Aurum101,01-01-2026,414.37,414.61
Diesel,Aurum102,01-01-2026,544.74,544.82
Diesel,Aurum103,01-01-2026,210.65,210.69
Diesel,Aurum104,01-01-2026,389.49,389.5
Diesel,Aurum105,01-01-2026,27.65,27.79
Diesel,Aurum106,01-01-2026,511.73,511.78
Diesel,Aurum107,01-01-2026,590.36,590.64
Diesel,Aurum108,01-01-2026,619.12,619.3
Diesel,Aurum109,01-01-2026,205.32,205.36
Diesel,Aurum110,01-01-2026,422.3,422.82
Diesel,Aurum201,01-01-2026,335.98,336.01
Diesel,Aurum202,01-01-2026,240.11,240.14
Diesel,Aurum203,01-01-2026,320.2,320.39
Diesel,Aurum204,01-01-2026,414.85,414.9
Diesel,Aurum205,01-01-2026,64.4,64.52
Diesel,Aurum206,01-01-2026,697.0,697.28
Diesel,Aurum207,01-01-2026,447.2,448.22
Diesel,Aurum208,01-01-2026,164.49,164.66
Diesel,Aurum209,01-01-2026,432.06,432.4
Diesel,Aurum210,01-01-2026,584.9,584.95
Diesel,Aurum301,01-01-2026,371.54,371.57
Diesel,Aurum302,01-01-2026,403.88,404.07
Diesel,Aurum303,01-01-2026,353.87,353.9
Diesel,Aurum304,01-01-2026,130.56,130.62
Diesel,Aurum305,01-01-2026,528.0,528.02
Diesel,Aurum306,01-01-2026,358.6,358.72
Diesel,Aurum307,01-01-2026,407.09,407.1
Diesel,Aurum308,01-01-2026,170.27,170.28
Diesel,Aurum309,01-01-2026,269.63,270.4
Diesel,Aurum310,01-01-2026,405.84,406.14
Diesel,Aurum401,01-01-2026,689.88,690.29
Diesel,Aurum402,01-01-2026,340.47,340.51
Diesel,Aurum403,01-01-2026,315.38,315.51
Diesel,Aurum404,01-01-2026,378.02,378.2
Diesel,Aurum405,01-01-2026,796.55,796.61
Diesel,Aurum406,01-01-2026,62.2,62.71
Diesel,Aurum407,01-01-2026,608.91,609.19
Diesel,Aurum408,01-01-2026,269.28,269.33
Diesel,Aurum409,01-01-2026,329.72,329.74
Diesel,Aurum410,01-01-2026,535.53,535.56
Diesel,Aurum501,01-01-2026,473.53,473.58
Diesel,Aurum502,01-01-2026,275.6,275.66
Diesel,Aurum503,01-01-2026,201.14,201.21
Diesel,Aurum504,01-01-2026,415.39,415.44
Diesel,Aurum505,01-01-2026,525.21,525.27
Diesel,Aurum506,01-01-2026,614.25,614.34
Diesel,Aurum507,01-01-2026,565.38,565.41
Diesel,Aurum508,01-01-2026,205.0,205.02
Diesel,Aurum509,01-01-2026,338.83,338.9
Diesel,Aurum510,01-01-2026,41.01,41.62
Diesel,Aurum601,01-01-2026,729.12,729.31
Diesel,Aurum602,01-01-2026,8.27,8.98
Diesel,Aurum603,01-01-2026,324.07,324.09
Diesel,Aurum604,01-01-2026,324.6,324.62
Diesel,Aurum605,01-01-2026,459.57,459.86
Diesel,Aurum606,01-01-2026,588.38,588.58
Diesel,Aurum607,01-01-2026,623.66,623.76
Diesel,Aurum608,01-01-2026,358.43,358.47
Diesel,Aurum609,01-01-2026,25.22,25.35
Diesel,Aurum610,01-01-2026,443.84,443.96
Diesel,Aurum701,01-01-2026,304.49,304.68
Diesel,Aurum702,01-01-2026,304.87,304.93
Diesel,Aurum703,01-01-2026,472.6,472.63
Diesel,Aurum704,01-01-2026,244.9,244.91
Diesel,Aurum705,01-01-2026,311.12,311.15
Diesel,Aurum706,01-01-2026,378.6,378.63
Diesel,Aurum707,01-01-2026,376.01,376.11
Diesel,Aurum708,01-01-2026,294.56,294.76
Diesel,Aurum709,01-01-2026,483.89,484.1
Diesel,Aurum710,01-01-2026,685.67,686.17
Diesel,Aurum801,01-01-2026,400.28,400.46
Diesel,Aurum802,01-01-2026,357.95,357.98
Diesel,Aurum803,01-01-2026,176.27,176.38
Diesel,Aurum804,01-01-2026,389.75,389.82
Diesel,Aurum805,01-01-2026,233.76,233.8
Diesel,Aurum806,01-01-2026,602.51,602.96
Diesel,Aurum807,01-01-2026,447.23,447.26
Diesel,Aurum808,01-01-2026,442.09,442.16
Diesel,Aurum809,01-01-2026,318.89,318.92
Diesel,Aurum810,01-01-2026,369.85,369.93
Diesel,Aurum901,01-01-2026,390.37,390.38
Diesel,Aurum902,01-01-2026,313.24,313.3
Diesel,Aurum903,01-01-2026,294.03,294.06
Diesel,Aurum904,01-01-2026,409.84,409.91
Diesel,Aurum905,01-01-2026,350.95,350.96
Diesel,Aurum906,01-01-2026,322.33,322.39
Diesel,Aurum907,01-01-2026,402.26,402.74
Diesel,Aurum908,01-01-2026,169.1,169.11
Diesel,Aurum909,01-01-2026,229.28,229.28
Diesel,Aurum910,01-01-2026,334.41,334.46
Diesel,Aurum1001,01-01-2026,544.41,544.46
Diesel,Aurum1002,01-01-2026,277.88,278.63
Diesel,Aurum1003,01-01-2026,207.3,207.34
Diesel,Aurum1004,01-01-2026,300.4,300.41
Diesel,Aurum1005,01-01-2026,37.5,38.65
Diesel,Aurum1006,01-01-2026,707.05,707.2
Diesel,Aurum1007,01-01-2026,328.45,328.5
Diesel,Aurum1008,01-01-2026,207.77,207.78
Diesel,Aurum1009,01-01-2026,384.98,385.03
Diesel,Aurum1010,01-01-2026,104.43,104.74
Diesel,Aurum1101,01-01-2026,273.27,273.29
Diesel,Aurum1102,01-01-2026,11.38,11.41
Diesel,Aurum1103,01-01-2026,216.07,216.12
Diesel,Aurum1104,01-01-2026,500.1,500.88
Diesel,Aurum1105,01-01-2026,15.02,15.85
Diesel,Aurum1106,01-01-2026,535.49,535.57
Diesel,Aurum1107,01-01-2026,42.43,42.72
Diesel,Aurum1108,01-01-2026,49.7,49.73
Diesel,Aurum1109,01-01-2026,361.61,361.93
Diesel,Aurum1110,01-01-2026,264.28,264.31
Diesel,Aurum1201,01-01-2026,946.28,946.35
Diesel,Aurum1202,01-01-2026,566.76,566.82
Diesel,Aurum1203,01-01-2026,599.47,599.52
Diesel,Aurum1204,01-01-2026,833.65,833.83
Diesel,Aurum1205,01-01-2026,537.18,537.6
Diesel,Aurum1206,01-01-2026,367.17,367.43
Diesel,Aurum1207,01-01-2026,637.15,638.26
Diesel,Aurum1208,01-01-2026,338.7,338.71
Diesel,Aurum1209,01-01-2026,258.15,258.23
Diesel,Aurum1210,01-01-2026,534.72,534.73
Diesel,Aurum1301,01-01-2026,33.82,33.87
Diesel,Aurum1302,01-01-2026,424.68,424.78
Diesel,Aurum1303,01-01-2026,278.52,278.67
Diesel,Aurum1304,01-01-2026,126.41,126.48
Diesel,Aurum1305,01-01-2026,370.28,370.33
Diesel,Aurum1306,01-01-2026,404.22,404.33
Diesel,Aurum1307,01-01-2026,362.72,362.81
Diesel,Aurum1308,01-01-2026,398.79,398.88
Diesel,Aurum1309,01-01-2026,95.31,95.56
Diesel,Aurum1310,01-01-2026,518.12,518.18
Diesel,Aurum1401,01-01-2026,427.61,427.61
Diesel,Aurum1402,01-01-2026,365.92,365.94
Diesel,Aurum1403,01-01-2026,226.13,226.14
Diesel,Aurum1404,01-01-2026,245.88,245.9
Diesel,Aurum1405,01-01-2026,162.91,162.92
Diesel,Aurum1406,01-01-2026,314.87,314.87
Diesel,Aurum1407,01-01-2026,335.95,336.17
Diesel,Aurum1408,01-01-2026,514.26,514.29
Diesel,Aurum1409,01-01-2026,323.7,323.73
Diesel,Aurum1410,01-01-2026,596.78,596.83
Diesel,Aurum1501,01-01-2026,391.9,391.96
Diesel,Aurum1502,01-01-2026,405.8,405.82
Diesel,Aurum1503,01-01-2026,424.39,425.02
Diesel,Aurum1504,01-01-2026,244.31,244.32
Diesel,Aurum1505,01-01-2026,41.75,41.78
Diesel,Aurum1506,01-01-2026,489.42,489.48
Diesel,Aurum1507,01-01-2026,0.0,0.0
Diesel,Aurum1508,01-01-2026,382.49,382.55
Diesel,Aurum1509,01-01-2026,521.91,522.05
Diesel,Aurum1510,01-01-2026,485.78,485.78
Diesel,Aurum1601,01-01-2026,359.52,359.6
Diesel,Aurum1602,01-01-2026,111.31,111.34
Diesel,Aurum1603,01-01-2026,276.4,276.42
Diesel,Aurum1604,01-01-2026,323.77,323.86
Diesel,Aurum1605,01-01-2026,202.96,202.99
Diesel,Aurum1606,01-01-2026,39.1,39.1
Diesel,Aurum1607,01-01-2026,48.01,48.14
Diesel,Aurum1608,01-01-2026,629.85,630.37
Diesel,Aurum1609,01-01-2026,91.53,91.7
Diesel,Aurum1610,01-01-2026,456.77,457.57
Diesel,Aurum1701,01-01-2026,0.0,0.0
Diesel,Aurum1702,01-01-2026,181.97,181.97
Diesel,Aurum1703,01-01-2026,494.67,494.86
Diesel,Aurum1704,01-01-2026,386.47,386.48
Diesel,Aurum1705,01-01-2026,339.49,339.51
Diesel,Aurum1706,01-01-2026,15.28,15.34
Diesel,Aurum1707,01-01-2026,493.05,493.05
Diesel,Aurum1708,01-01-2026,543.91,544.78
Diesel,Aurum1709,01-01-2026,345.2,345.25
Diesel,Aurum1710,01-01-2026,241.54,241.57
Diesel,Aurum1801,01-01-2026,394.8,394.91
Diesel,Aurum1802,01-01-2026,633.05,633.1
Diesel,Aurum1803,01-01-2026,270.27,270.33
Diesel,Aurum1804,01-01-2026,358.81,359.2
Diesel,Aurum1805,01-01-2026,239.76,239.85
Diesel,Aurum1806,01-01-2026,515.79,516.02
Diesel,Aurum1807,01-01-2026,474.93,474.97
Diesel,Aurum1808,01-01-2026,195.02,195.08
Diesel,Aurum1809,01-01-2026,385.97,386.19
Diesel,Aurum1810,01-01-2026,1299.72,1300.75
Diesel,Aurum1901,01-01-2026,470.57,470.63
Diesel,Aurum1902,01-01-2026,250.82,250.82
Diesel,Aurum1903,01-01-2026,212.99,213.01
Diesel,Aurum1904,01-01-2026,464.78,464.88
Diesel,Aurum1905,01-01-2026,327.42,327.61
Diesel,Aurum1906,01-01-2026,69.55,69.61
Diesel,Aurum1907,01-01-2026,532.93,533.46
Diesel,Aurum1908,01-01-2026,409.32,409.32
Diesel,Aurum1909,01-01-2026,239.13,239.13
Diesel,Aurum1910,01-01-2026,697.36,697.39
Electricity,AurumG001,12-01-2025,21423.74,21427.08
Electricity,AurumG002,12-01-2025,9606.99,9613.36
Electricity,AurumG003,12-01-2025,16649.02,16654.86
Electricity,AurumG004,12-01-2025,20764.17,20766.81
Electricity,AurumG005,12-01-2025,40437.85,40446.81
Electricity,AurumG006,12-01-2025,2764.69,2772.41
Electricity,AurumG007,12-01-2025,26889.68,26889.74
Electricity,AurumG008,12-01-2025,0.0,0.0
Electricity,AurumG009,12-01-2025,22323.91,22327.48
Electricity,AurumG010,12-01-2025,13333.88,13340.58
Electricity,Aurum101,12-01-2025,33210.37,33215.68
Electricity,Aurum102,12-01-2025,39142.0,39145.02
Electricity,Aurum103,12-01-2025,15969.88,15974.06
Electricity,Aurum104,12-01-2025,32099.73,32102.33
Electricity,Aurum105,12-01-2025,3179.44,3181.74
Electricity,Aurum106,12-01-2025,47843.72,47853.12
Electricity,Aurum107,12-01-2025,44776.53,44782.08
Electricity,Aurum108,12-01-2025,43149.41,43162.3
Electricity,Aurum109,12-01-2025,10007.07,10007.09
Electricity,Aurum110,12-01-2025,31144.71,31151.37
Electricity,Aurum201,12-01-2025,24862.32,24873.7
Electricity,Aurum202,12-01-2025,17698.32,17702.9
Electricity,Aurum203,12-01-2025,19113.77,19117.84
Electricity,Aurum204,12-01-2025,28825.47,28830.3
Electricity,Aurum205,12-01-2025,6770.86,6778.95
Electricity,Aurum206,12-01-2025,54352.44,54359.48
Electricity,Aurum207,12-01-2025,33552.71,33559.82
Electricity,Aurum208,12-01-2025,15287.69,15294.22
Electricity,Aurum209,12-01-2025,39054.85,39061.78
Electricity,Aurum210,12-01-2025,51073.49,51083.68
Electricity,Aurum301,12-01-2025,31039.75,31046.39
Electricity,Aurum302,12-01-2025,34482.8,34488.75
Electricity,Aurum303,12-01-2025,29411.75,29418.09
Electricity,Aurum304,12-01-2025,11692.59,11700.1
Electricity,Aurum305,12-01-2025,39328.76,39335.28
Electricity,Aurum306,12-01-2025,25761.88,25768.8
Electricity,Aurum307,12-01-2025,33830.63,33835.71
Electricity,Aurum308,12-01-2025,16617.66,16622.6
Electricity,Aurum309,12-01-2025,24732.43,24738.75
Electricity,Aurum310,12-01-2025,33470.01,33473.74
Electricity,Aurum401,12-01-2025,43258.55,43267.13
Electricity,Aurum402,12-01-2025,25309.4,25315.48
Electricity,Aurum403,12-01-2025,26380.16,26386.77
Electricity,Aurum404,12-01-2025,25217.98,25221.81
Electricity,Aurum405,12-01-2025,74483.8,74495.69
Electricity,Aurum406,12-01-2025,7377.6,7381.56
Electricity,Aurum407,12-01-2025,40428.83,40436.42
Electricity,Aurum408,12-01-2025,18368.34,18373.92
Electricity,Aurum409,12-01-2025,23985.37,23989.44
Electricity,Aurum410,12-01-2025,47864.86,47868.95
Electricity,Aurum501,12-01-2025,36369.28,36380.76
Electricity,Aurum502,12-01-2025,21835.78,21840.89
Electricity,Aurum503,12-01-2025,16907.03,16913.57
Electricity,Aurum504,12-01-2025,33151.04,33154.7
Electricity,Aurum505,12-01-2025,42569.56,42574.36
Electricity,Aurum506,12-01-2025,39373.49,39380.49
Electricity,Aurum507,12-01-2025,42768.52,42777.56
Electricity,Aurum508,12-01-2025,16736.76,16743.2
Electricity,Aurum509,12-01-2025,28535.8,28541.46
Electricity,Aurum510,12-01-2025,3691.05,3695.14
Electricity,Aurum601,12-01-2025,58754.36,58765.54
Electricity,Aurum602,12-01-2025,39545.01,39550.86
Electricity,Aurum603,12-01-2025,25914.71,25917.08
Electricity,Aurum604,12-01-2025,20547.18,20548.75
Electricity,Aurum605,12-01-2025,50833.08,50841.98
Electricity,Aurum606,12-01-2025,51644.56,51659.1
Electricity,Aurum607,12-01-2025,53134.3,53141.4
Electricity,Aurum608,12-01-2025,26996.32,26997.33
Electricity,Aurum609,12-01-2025,42953.97,42965.23
Electricity,Aurum610,12-01-2025,34523.38,34525.68
Electricity,Aurum701,12-01-2025,31390.18,31392.84
Electricity,Aurum702,12-01-2025,23913.48,23918.14
Electricity,Aurum703,12-01-2025,37955.44,37959.0
Electricity,Aurum704,12-01-2025,18832.53,18837.52
Electricity,Aurum705,12-01-2025,27789.18,27794.64
Electricity,Aurum706,12-01-2025,22821.29,22824.06
Electricity,Aurum707,12-01-2025,29203.3,29210.96
Electricity,Aurum708,12-01-2025,20494.59,20499.33
Electricity,Aurum709,12-01-2025,42604.47,42605.68
Electricity,Aurum710,12-01-2025,52099.39,52109.56
Electricity,Aurum801,12-01-2025,31100.07,31109.08
Electricity,Aurum802,12-01-2025,23524.88,23530.12
Electricity,Aurum803,12-01-2025,19921.66,19929.43
Electricity,Aurum804,12-01-2025,30294.32,30300.62
Electricity,Aurum805,12-01-2025,25542.61,25547.66
Electricity,Aurum806,12-01-2025,41265.94,41271.5
Electricity,Aurum807,12-01-2025,35120.53,35125.01
Electricity,Aurum808,12-01-2025,31334.96,31340.45
Electricity,Aurum809,12-01-2025,29370.29,29370.5
Electricity,Aurum810,12-01-2025,23847.04,23856.85
Electricity,Aurum901,12-01-2025,30187.11,30196.75
Electricity,Aurum902,12-01-2025,25897.8,25900.96
Electricity,Aurum903,12-01-2025,22686.55,22687.09
Electricity,Aurum904,12-01-2025,28975.92,28976.96
Electricity,Aurum905,12-01-2025,31239.13,31245.09
Electricity,Aurum906,12-01-2025,29360.09,29368.59
Electricity,Aurum907,12-01-2025,32457.61,32462.07
Electricity,Aurum908,12-01-2025,15534.77,15540.86
Electricity,Aurum909,12-01-2025,18286.41,18287.72
Electricity,Aurum910,12-01-2025,24353.48,24359.67
Electricity,Aurum1001,12-01-2025,47793.13,47806.69
Electricity,Aurum1002,12-01-2025,21618.96,21625.2
Electricity,Aurum1003,12-01-2025,18196.14,18197.47
Electricity,Aurum1004,12-01-2025,27384.45,27384.56
Electricity,Aurum1005,12-01-2025,4347.8,4353.14
Electricity,Aurum1006,12-01-2025,50952.71,50960.63
Electricity,Aurum1007,12-01-2025,21404.12,21409.47
Electricity,Aurum1008,12-01-2025,18390.8,18394.89
Electricity,Aurum1009,12-01-2025,29467.78,29472.91
Electricity,Aurum1010,12-01-2025,10963.62,10968.79
Electricity,Aurum1101,12-01-2025,22335.47,22341.14
Electricity,Aurum1102,12-01-2025,1470.5,1476.04
Electricity,Aurum1103,12-01-2025,18085.5,18090.25
Electricity,Aurum1104,12-01-2025,32317.94,32324.13
Electricity,Aurum1105,12-01-2025,2413.76,2420.56
Electricity,Aurum1106,12-01-2025,37289.32,37298.11
Electricity,Aurum1107,12-01-2025,4889.45,4908.38
Electricity,Aurum1108,12-01-2025,4751.07,4757.47
Electricity,Aurum1109,12-01-2025,29463.48,29470.75
Electricity,Aurum1110,12-01-2025,21698.26,21699.09
Electricity,Aurum1201,12-01-2025,72632.14,72646.21
Electricity,Aurum1202,12-01-2025,49375.26,49383.51
Electricity,Aurum1203,12-01-2025,40192.35,40192.73
Electricity,Aurum1204,12-01-2025,60985.3,60991.62
Electricity,Aurum1205,12-01-2025,44124.53,44129.43
Electricity,Aurum1206,12-01-2025,27692.22,27698.82
Electricity,Aurum1207,12-01-2025,46903.07,46913.65
Electricity,Aurum1208,12-01-2025,30304.64,30309.86
Electricity,Aurum1209,12-01-2025,27436.64,27440.66
Electricity,Aurum1210,12-01-2025,37928.06,37933.73
Electricity,Aurum1301,12-01-2025,2629.53,2632.18
Electricity,Aurum1302,12-01-2025,41264.69,41272.86
Electricity,Aurum1303,12-01-2025,24378.47,24384.04
Electricity,Aurum1304,12-01-2025,11260.24,11263.74
Electricity,Aurum1305,12-01-2025,33721.0,33726.73
Electricity,Aurum1306,12-01-2025,27991.1,27995.78
Electricity,Aurum1307,12-01-2025,31143.09,31149.94
Electricity,Aurum1308,12-01-2025,26429.63,26433.79
Electricity,Aurum1309,12-01-2025,10755.0,10765.86
Electricity,Aurum1310,12-01-2025,44126.44,44132.69
Electricity,Aurum1401,12-01-2025,29167.51,29167.55
Electricity,Aurum1402,12-01-2025,37014.13,37024.33
Electricity,Aurum1403,12-01-2025,20096.65,20097.36
Electricity,Aurum1404,12-01-2025,19545.74,19549.63
Electricity,Aurum1405,12-01-2025,16301.94,16305.39
Electricity,Aurum1406,12-01-2025,27139.96,27148.25
Electricity,Aurum1407,12-01-2025,26959.94,26965.86
Electricity,Aurum1408,12-01-2025,36848.57,36853.54
Electricity,Aurum1409,12-01-2025,25894.14,25898.46
Electricity,Aurum1410,12-01-2025,40825.07,40829.85
Electricity,Aurum1501,12-01-2025,36989.16,36998.05
Electricity,Aurum1502,12-01-2025,29469.5,29472.52
Electricity,Aurum1503,12-01-2025,37360.89,37368.87
Electricity,Aurum1504,12-01-2025,21299.76,21304.92
Electricity,Aurum1505,12-01-2025,6084.26,6091.41
Electricity,Aurum1506,12-01-2025,32948.05,32953.17
Electricity,Aurum1507,12-01-2025,0.0,0.0
Electricity,Aurum1508,12-01-2025,29797.84,29803.49
Electricity,Aurum1509,12-01-2025,43118.2,43127.75
Electricity,Aurum1510,12-01-2025,41064.92,41068.78
Electricity,Aurum1601,12-01-2025,31707.17,31713.07
Electricity,Aurum1602,12-01-2025,29022.77,29029.87
Electricity,Aurum1603,12-01-2025,20947.69,20952.7
Electricity,Aurum1604,12-01-2025,22358.16,22363.55
Electricity,Aurum1605,12-01-2025,14588.79,14593.48
Electricity,Aurum1606,12-01-2025,2858.36,2862.81
Electricity,Aurum1607,12-01-2025,4700.6,4708.9
Electricity,Aurum1608,12-01-2025,44996.17,45001.0
Electricity,Aurum1609,12-01-2025,9156.74,9166.01
Electricity,Aurum1610,12-01-2025,36729.27,36737.61
Electricity,Aurum1701,12-01-2025,0.0,0.0
Electricity,Aurum1702,12-01-2025,17349.93,17352.48
Electricity,Aurum1703,12-01-2025,41419.06,41425.28
Electricity,Aurum1704,12-01-2025,28862.27,28864.84
Electricity,Aurum1705,12-01-2025,31386.51,31393.15
Electricity,Aurum1706,12-01-2025,2409.4,2410.49
Electricity,Aurum1707,12-01-2025,43529.14,43540.84
Electricity,Aurum1708,12-01-2025,43665.2,43674.83
Electricity,Aurum1709,12-01-2025,25002.1,25009.31
Electricity,Aurum1710,12-01-2025,17370.47,17375.05
Electricity,Aurum1801,12-01-2025,42599.07,42611.15
Electricity,Aurum1802,12-01-2025,39189.64,39190.51
Electricity,Aurum1803,12-01-2025,20363.74,20365.63
Electricity,Aurum1804,12-01-2025,25071.72,25079.8
Electricity,Aurum1805,12-01-2025,16479.96,16491.52
Electricity,Aurum1806,12-01-2025,48752.44,48765.08
Electricity,Aurum1807,12-01-2025,40360.7,40363.22
Electricity,Aurum1808,12-01-2025,18388.88,18395.3
Electricity,Aurum1809,12-01-2025,35485.46,35495.25
Electricity,Aurum1810,12-01-2025,92401.37,92423.77
Electricity,Aurum1901,12-01-2025,43635.44,43638.93
Electricity,Aurum1902,12-01-2025,26254.81,26257.3
Electricity,Aurum1903,12-01-2025,18223.94,18224.0
Electricity,Aurum1904,12-01-2025,35776.85,35784.63
Electricity,Aurum1905,12-01-2025,30675.39,30676.31
Electricity,Aurum1906,12-01-2025,7698.79,7707.79
Electricity,Aurum1907,12-01-2025,53474.62,53479.16
Electricity,Aurum1908,12-01-2025,33199.68,33199.8
Electricity,Aurum1909,12-01-2025,20369.46,20371.49
Electricity,Aurum1910,12-01-2025,57365.44,57367.18
Electricity,AurumG001,12-02-2025,21427.12,21429.14
Electricity,AurumG002,12-02-2025,9613.39,9618.52
Electricity,AurumG003,12-02-2025,16654.88,16659.06
Electricity,AurumG004,12-02-2025,20766.82,20767.87
Electricity,AurumG005,12-02-2025,40446.85,40451.64
Electricity,AurumG006,12-02-2025,2772.45,2777.68
Electricity,AurumG007,12-02-2025,26889.74,26889.79
Electricity,AurumG008,12-02-2025,0.0,0.0
Electricity,AurumG009,12-02-2025,22327.49,22330.04
Electricity,AurumG010,12-02-2025,13340.59,13344.73
Electricity,Aurum101,12-02-2025,33215.7,33218.23
Electricity,Aurum102,12-02-2025,39145.08,39147.09
Electricity,Aurum103,12-02-2025,15974.08,15976.53
Electricity,Aurum104,12-02-2025,32102.34,32105.41
Electricity,Aurum105,12-02-2025,3181.77,3183.19
Electricity,Aurum106,12-02-2025,47853.36,47861.3
Electricity,Aurum107,12-02-2025,44782.11,44785.11
Electricity,Aurum108,12-02-2025,43162.42,43170.11
Electricity,Aurum109,12-02-2025,10007.09,10007.78
Electricity,Aurum110,12-02-2025,31151.4,31155.25
Electricity,Aurum201,12-02-2025,24873.74,24880.07
Electricity,Aurum202,12-02-2025,17702.92,17704.69
Electricity,Aurum203,12-02-2025,19117.85,19119.24
Electricity,Aurum204,12-02-2025,28830.33,28832.37
Electricity,Aurum205,12-02-2025,6778.99,6782.9
Electricity,Aurum206,12-02-2025,54359.56,54365.26
Electricity,Aurum207,12-02-2025,33559.86,33564.5
Electricity,Aurum208,12-02-2025,15294.25,15297.1
Electricity,Aurum209,12-02-2025,39061.86,39066.68
Electricity,Aurum210,12-02-2025,51083.69,51087.88
Electricity,Aurum301,12-02-2025,31046.54,31051.55
Electricity,Aurum302,12-02-2025,34488.78,34492.13
Electricity,Aurum303,12-02-2025,29418.16,29421.46
Electricity,Aurum304,12-02-2025,11700.15,11703.79
Electricity,Aurum305,12-02-2025,39335.34,39338.48
Electricity,Aurum306,12-02-2025,25768.93,25771.74
Electricity,Aurum307,12-02-2025,33835.73,33837.36
